"GENNO","SPNO","GrowthForm","Frequency"
3996,6,"Geophyte","commonly"
3253,3,"Dwarf shrub","commonly"
3250,1,"Shrub","occasionally"
3250,1,"Dwarf shrub","commonly"
3253,2,"Dwarf shrub","commonly"
3085,11,"Suffrutex","commonly"
3048,15,"Dwarf shrub","commonly"
3998,25,"Geophyte","commonly"
3998,24,"Geophyte","commonly"
3222,38,"Shrub","commonly"
3254,2,"Shrub","commonly"
3288,36,"Suffrutex","commonly"
3048,11,"Dwarf shrub","commonly"
5389,3,"Dwarf shrub","commonly"
5389,1,"Dwarf shrub","commonly"
5389,4,"Shrub","commonly"
5389,5,"Dwarf shrub","commonly"
3013,29,"Dwarf shrub","commonly"
9333,1,"Dwarf shrub","commonly"
14073,1,"Herb","commonly"
3193,177,"Shrub","commonly"
3193,177,"Dwarf shrub","commonly"
14818,3,"Herb","commonly"
574,53,"Herb","commonly"
3193,176,"Shrub","commonly"
3193,38,"Suffrutex","commonly"
3193,38,"Shrub","commonly"
3320,23,"Herb","commonly"
3193,7,"Shrub","commonly"
3195,46,"Shrub","commonly"
3195,46,"Dwarf shrub","commonly"
3195,119,"Herb","commonly"
3193,110,"Suffrutex","commonly"
3140,55,"Shrub","commonly"
3193,48,"Shrub","commonly"
3604,3,"Herb","occasionally"
3604,3,"Dwarf shrub","commonly"
3153,6,"Herb","commonly"
3158,4,"Herb","commonly"
2850,6,"Herb","commonly"
2853,90,"Herb","commonly"
2853,90,"Suffrutex","occasionally"
2441,68,"Lichen","commonly"
2444,4,"Lichen","commonly"
2273,20,"Lichen","always"
2398,3,"Lichen","commonly"
2427,15,"Lichen","commonly"
2361,46,"Lichen","commonly"
2361,56,"Lichen","commonly"
2465,13,"Lichen","always"
2441,34,"Lichen","commonly"
2352,15,"Lichen","commonly"
2465,286,"Lichen","commonly"
2309,53,"Lichen","commonly"
2441,71,"Lichen","commonly"
2441,72,"Lichen","commonly"
2352,3,"Lichen","commonly"
2288,1,"Lichen","always"
2428,22,"Lichen","commonly"
2361,47,"Lichen","commonly"
2415,2,"Lichen","commonly"
2309,37,"Lichen","commonly"
2441,60,"Lichen","commonly"
2427,11,"Lichen","always"
2361,3,"Lichen","always"
2361,97,"Lichen","commonly"
2441,55,"Lichen","commonly"
2282,2,"Lichen","always"
2389,31,"Lichen","commonly"
2328,32,"Lichen","commonly"
2278,10,"Lichen","commonly"
2441,47,"Lichen","commonly"
2282,18,"Lichen","always"
2352,10,"Lichen","commonly"
2389,33,"Lichen","commonly"
2353,2,"Lichen","commonly"
2400,9,"Lichen","commonly"
2389,12,"Lichen","commonly"
2254,3,"Lichen","commonly"
2441,54,"Lichen","commonly"
2309,12,"Lichen","commonly"
2374,17,"Lichen","commonly"
2465,252,"Lichen","commonly"
2427,20,"Lichen","commonly"
2296,29,"Lichen","always"
2288,15,"Lichen","commonly"
2374,39,"Lichen","commonly"
2374,46,"Lichen","commonly"
2374,47,"Lichen","commonly"
2465,256,"Lichen","commonly"
2409,1,"Lichen","commonly"
2297,18,"Lichen","always"
2374,60,"Lichen","commonly"
2286,2,"Lichen","commonly"
14905,1,"Lichen","commonly"
2296,30,"Lichen","always"
2296,32,"Lichen","always"
2353,3,"Lichen","commonly"
2374,65,"Lichen","commonly"
2309,19,"Lichen","commonly"
2296,31,"Lichen","always"
2309,21,"Lichen","commonly"
2288,13,"Lichen","commonly"
2428,24,"Lichen","commonly"
2441,76,"Lichen","commonly"
2441,78,"Lichen","commonly"
2456,4,"Lichen","commonly"
2278,3,"Lichen","commonly"
2361,6,"Lichen","commonly"
2302,1,"Lichen","commonly"
2423,2,"Lichen","commonly"
2428,3,"Lichen","commonly"
2297,5,"Lichen","always"
2273,3,"Lichen","always"
2374,34,"Lichen","commonly"
2296,11,"Lichen","always"
2374,35,"Lichen","commonly"
2296,17,"Lichen","always"
2428,19,"Lichen","commonly"
2428,16,"Lichen","commonly"
2296,25,"Lichen","always"
2297,15,"Lichen","always"
1549,97,"Geophyte","commonly"
1549,97,"Herb","commonly"
1571,3,"Herb","commonly"
1571,3,"Geophyte","commonly"
1125,3,"Parasite","commonly"
1125,3,"Climber","commonly"
1125,3,"Suffrutex","commonly"
1125,3,"Scrambler","commonly"
1549,201,"Geophyte","commonly"
1549,201,"Herb","commonly"
2203,41,"Geophyte","commonly"
1549,104,"Geophyte","commonly"
1549,104,"Herb","commonly"
2203,44,"Geophyte","commonly"
1497,4,"Shrub","commonly"
1497,4,"Tree","commonly"
2203,19,"Geophyte","commonly"
2051,3,"Herb","commonly"
2051,3,"Hydrophyte","commonly"
2214,67,"Herb","commonly"
2214,67,"Succulent","commonly"
1556,50,"Herb","commonly"
1556,50,"Geophyte","commonly"
1559,10,"Herb","commonly"
1559,10,"Geophyte","commonly"
1556,51,"Herb","commonly"
1556,51,"Geophyte","commonly"
2051,7,"Herb","commonly"
2051,7,"Hydrophyte","commonly"
2212,13,"Geophyte","commonly"
2212,13,"Succulent","commonly"
2203,45,"Geophyte","commonly"
1549,176,"Geophyte","commonly"
1549,176,"Herb","commonly"
2098,3,"Geophyte","commonly"
2212,27,"Geophyte","commonly"
2212,27,"Succulent","commonly"
2212,27,"Herb","commonly"
1549,37,"Geophyte","commonly"
1549,37,"Herb","commonly"
2203,23,"Geophyte","commonly"
1549,56,"Geophyte","commonly"
1549,56,"Herb","commonly"
2203,36,"Geophyte","commonly"
2203,1,"Dwarf shrub","commonly"
2203,30,"Geophyte","commonly"
3576,26,"Herb","commonly"
3900,34,"Dwarf shrub","commonly"
3900,34,"Herb","commonly"
3798,10,"Geophyte","commonly"
3796,65,"Geophyte","commonly"
3919,21,"Shrub","commonly"
3919,21,"Dwarf shrub","commonly"
3796,13,"Geophyte","commonly"
2642,44,"Succulent","commonly"
3574,7,"Herb","commonly"
3796,32,"Geophyte","commonly"
3574,6,"Herb","commonly"
3909,84,"Herb","commonly"
3909,84,"Dwarf shrub","commonly"
2678,20,"Succulent","commonly"
2678,20,"Climber","commonly"
3900,29,"Shrub","commonly"
3909,13,"Shrub","commonly"
3909,13,"Dwarf shrub","commonly"
3900,10,"Dwarf shrub","commonly"
3900,10,"Shrub","commonly"
3900,4,"Dwarf shrub","commonly"
3900,4,"Herb","commonly"
3576,12,"Herb","commonly"
3909,21,"Shrub","commonly"
3909,21,"Dwarf shrub","commonly"
3919,2,"Shrub","commonly"
3919,2,"Dwarf shrub","commonly"
3909,74,"Shrub","commonly"
3909,74,"Dwarf shrub","commonly"
3900,50,"Dwarf shrub","commonly"
3900,50,"Herb","commonly"
3909,9,"Herb","commonly"
3909,9,"Dwarf shrub","commonly"
3909,12,"Herb","commonly"
3900,42,"Herb","commonly"
3909,20,"Herb","commonly"
3909,52,"Herb","commonly"
3909,76,"Herb","commonly"
3909,76,"Shrub","commonly"
3909,76,"Dwarf shrub","commonly"
3919,3,"Herb","commonly"
3919,3,"Dwarf shrub","commonly"
3900,52,"Dwarf shrub","commonly"
3900,52,"Herb","commonly"
3796,28,"Geophyte","commonly"
3796,22,"Geophyte","commonly"
3919,4,"Herb","commonly"
3919,4,"Dwarf shrub","commonly"
3796,35,"Geophyte","commonly"
3796,33,"Geophyte","commonly"
3900,6,"Dwarf shrub","commonly"
3900,6,"Herb","commonly"
4117,27,"Herb","commonly"
4117,33,"Herb","commonly"
4117,4,"Herb","commonly"
4117,40,"Herb","commonly"
3796,160,"Geophyte","commonly"
2652,30,"Shrub","commonly"
2652,30,"Herb","commonly"
1367,25,"Graminoid","commonly"
1131,14,"Tree","occasionally"
1131,14,"Shrub","commonly"
2503,15,"Herb","commonly"
2503,15,"Cyperoid","commonly"
2503,15,"Helophyte","commonly"
2503,14,"Herb","commonly"
2503,14,"Helophyte","commonly"
2503,14,"Cyperoid","commonly"
1785,3,"Tree","commonly"
1785,3,"Shrub","occasionally"
1449,1,"Shrub","commonly"
1623,17,"Herb","commonly"
1623,17,"Parasite","commonly"
1367,68,"Graminoid","commonly"
1131,21,"Tree","commonly"
1472,1,"Shrub","commonly"
1472,1,"Tree","occasionally"
2116,45,"Herb","commonly"
1117,5,"Parasite","commonly"
1117,5,"Suffrutex","commonly"
1117,5,"Herb","commonly"
1854,3,"Tree","commonly"
3467,27,"Lithophyte","occasionally"
3467,27,"Carnivore","always"
3467,27,"Herb","occasionally"
3467,7,"Pleustophyte","occasionally"
3467,7,"Carnivore","always"
3467,7,"Herb","occasionally"
3683,1,"Tree","commonly"
3259,8,"Shrub","commonly"
3217,90,"Herb","commonly"
3773,1,"Shrub","commonly"
3773,1,"Tree","commonly"
3399,1,"Succulent","commonly"
3399,1,"Herb","commonly"
3664,1,"Tree","commonly"
3664,1,"Shrub","occasionally"
2949,1,"Tree","commonly"
3467,25,"Pleustophyte","occasionally"
3467,25,"Carnivore","always"
3467,25,"Herb","occasionally"
2878,128,"Herb","commonly"
3152,45,"Herb","commonly"
3258,2,"Herb","commonly"
2728,2,"Climber","commonly"
3467,38,"Carnivore","always"
3467,38,"Herb","occasionally"
3817,1,"Tree","commonly"
3817,1,"Shrub","commonly"
3970,1,"Tree","commonly"
2938,1,"Shrub","commonly"
3467,3,"Pleustophyte","occasionally"
3467,3,"Carnivore","always"
3467,3,"Herb","occasionally"
2924,2,"Tree","commonly"
2999,7,"Herb","commonly"
4034,2,"Climber","commonly"
4034,2,"Tree","occasionally"
4034,2,"Shrub","commonly"
773,6,"Dwarf shrub","commonly"
705,15,"Geophyte","commonly"
705,15,"Epihydate","commonly"
705,15,"Hydrophyte","commonly"
705,15,"Herb","commonly"
705,14,"Geophyte","commonly"
705,14,"Epihydate","commonly"
705,14,"Hydrophyte","commonly"
705,14,"Hyperhydate","commonly"
705,14,"Herb","commonly"
777,1,"Dwarf shrub","commonly"
777,4,"Dwarf shrub","commonly"
979,4,"Climber","commonly"
979,4,"Shrub","commonly"
389,173,"Tree","commonly"
777,2,"Dwarf shrub","commonly"
905,41,"Dwarf shrub","commonly"
905,41,"Herb","commonly"
389,113,"Tree","commonly"
611,2,"Shrub","commonly"
611,2,"Tree","commonly"
283,17,"Herb","commonly"
283,17,"Dwarf shrub","commonly"
389,88,"Shrub","commonly"
389,88,"Tree","commonly"
475,1,"Tree","commonly"
475,1,"Shrub","commonly"
813,5,"Shrub","commonly"
813,5,"Tree","commonly"
1820,1110,"Dwarf shrub","commonly"
1820,1324,"Shrub","commonly"
1820,1,"Dwarf shrub","commonly"
1820,2,"Dwarf shrub","commonly"
1820,1138,"Dwarf shrub","always"
1820,1111,"Shrub","commonly"
1820,857,"Dwarf shrub","commonly"
1820,78,"Dwarf shrub","commonly"
1820,1107,"Shrub","commonly"
1820,323,"Dwarf shrub","commonly"
1820,1137,"Dwarf shrub","commonly"
1820,1129,"Dwarf shrub","commonly"
1794,227,"Geophyte","commonly"
1820,1113,"Dwarf shrub","commonly"
1820,1108,"Shrub","commonly"
1820,1130,"Dwarf shrub","commonly"
1820,560,"Shrub","commonly"
1820,67,"Shrub","commonly"
1820,1140,"Shrub","always"
1820,695,"Dwarf shrub","commonly"
1820,1407,"Shrub","commonly"
1820,1139,"Dwarf shrub","always"
1820,1136,"Dwarf shrub","commonly"
1820,396,"Dwarf shrub","commonly"
1820,853,"Dwarf shrub","commonly"
1820,453,"Dwarf shrub","commonly"
1820,1114,"Shrub","commonly"
1820,780,"Shrub","commonly"
1820,962,"Shrub","commonly"
1820,1109,"Shrub","commonly"
1820,915,"Shrub","commonly"
1820,1112,"Dwarf shrub","commonly"
1820,1105,"Shrub","commonly"
1820,316,"Shrub","commonly"
1820,35,"Dwarf shrub","commonly"
1820,1106,"Shrub","commonly"
1820,230,"Dwarf shrub","commonly"
1820,627,"Dwarf shrub","commonly"
1820,961,"Dwarf shrub","commonly"
1820,536,"Shrub","commonly"
1820,33,"Shrub","commonly"
1820,1104,"Shrub","commonly"
1820,1320,"Dwarf shrub","commonly"
1820,1103,"Shrub","commonly"
1820,483,"Dwarf shrub","commonly"
1820,1128,"Dwarf shrub","commonly"
1820,286,"Shrub","commonly"
1820,317,"Shrub","commonly"
1820,1229,"Dwarf shrub","commonly"
1820,596,"Dwarf shrub","commonly"
1820,456,"Dwarf shrub","commonly"
1820,123,"Dwarf shrub","commonly"
1820,1305,"Dwarf shrub","commonly"
2834,10,"Geophyte","commonly"
2834,10,"Herb","commonly"
1820,1146,"Shrub","commonly"
1820,1145,"Dwarf shrub","commonly"
1820,1327,"Dwarf shrub","commonly"
1820,1309,"Shrub","commonly"
1820,1150,"Dwarf shrub","commonly"
1820,1149,"Shrub","commonly"
1820,1306,"Dwarf shrub","commonly"
1820,1335,"Dwarf shrub","commonly"
1820,1264,"Shrub","commonly"
1820,1319,"Dwarf shrub","commonly"
1820,1148,"Dwarf shrub","commonly"
1820,1242,"Shrub","commonly"
1820,1159,"Dwarf shrub","commonly"
1820,1206,"Dwarf shrub","commonly"
1820,1207,"Dwarf shrub","commonly"
1820,1260,"Shrub","commonly"
1820,1213,"Shrub","commonly"
1820,1214,"Shrub","commonly"
1820,1215,"Dwarf shrub","commonly"
1820,1256,"Shrub","commonly"
1820,1212,"Shrub","commonly"
1820,1217,"Dwarf shrub","commonly"
1820,1251,"Shrub","commonly"
1820,1204,"Shrub","commonly"
1820,1221,"Dwarf shrub","commonly"
1820,1202,"Shrub","commonly"
1820,1231,"Shrub","commonly"
1820,1228,"Dwarf shrub","commonly"
1820,1232,"Dwarf shrub","commonly"
1820,1233,"Dwarf shrub","commonly"
1820,1250,"Shrub","commonly"
1820,1234,"Dwarf shrub","commonly"
1820,1235,"Shrub","commonly"
1820,1239,"Shrub","commonly"
1820,1237,"Shrub","commonly"
1820,1249,"Shrub","commonly"
1820,1259,"Dwarf shrub","commonly"
1820,1248,"Shrub","commonly"
1820,1241,"Shrub","commonly"
1820,1180,"Shrub","commonly"
1820,1268,"Shrub","commonly"
1820,1270,"Dwarf shrub","commonly"
1820,1272,"Dwarf shrub","commonly"
1820,1273,"Dwarf shrub","commonly"
1820,1161,"Dwarf shrub","commonly"
1820,1169,"Dwarf shrub","commonly"
1820,1170,"Dwarf shrub","commonly"
1820,1171,"Dwarf shrub","commonly"
1820,1238,"Shrub","commonly"
1820,1172,"Dwarf shrub","commonly"
1820,1173,"Dwarf shrub","commonly"
1820,1205,"Dwarf shrub","commonly"
1820,1168,"Dwarf shrub","commonly"
1820,1265,"Dwarf shrub","commonly"
1820,1277,"Dwarf shrub","commonly"
1820,1179,"Shrub","commonly"
1820,1183,"Shrub","commonly"
1820,1184,"Shrub","commonly"
1820,1185,"Shrub","commonly"
1820,1186,"Shrub","commonly"
1820,1187,"Dwarf shrub","commonly"
1820,1188,"Dwarf shrub","commonly"
1820,1191,"Dwarf shrub","commonly"
1820,1196,"Dwarf shrub","commonly"
1820,1192,"Dwarf shrub","commonly"
1820,1199,"Dwarf shrub","commonly"
1820,1276,"Dwarf shrub","commonly"
1820,1336,"Shrub","commonly"
3952,3,"Herb","commonly"
3952,2,"Herb","commonly"
2680,50,"Succulent","commonly"
3612,56,"Dwarf shrub","commonly"
3614,255,"Herb","commonly"
3614,278,"Herb","commonly"
3614,248,"Herb","commonly"
1129,18,"Tree","commonly"
1129,10,"Climber","commonly"
1129,10,"Shrub","commonly"
1129,14,"Shrub","commonly"
1129,9,"Climber","commonly"
1129,9,"Shrub","commonly"
1985,4,"Dwarf shrub","commonly"
1515,1,"Herb","commonly"
148,26,"Succulent","commonly"
598,2,"Herb","commonly"
586,7,"Shrub","commonly"
576,12,"Herb","commonly"
576,12,"Dwarf shrub","commonly"
576,13,"Herb","commonly"
576,13,"Dwarf shrub","commonly"
576,20,"Herb","commonly"
576,20,"Dwarf shrub","commonly"
576,21,"Herb","commonly"
576,21,"Dwarf shrub","commonly"
576,22,"Herb","commonly"
576,22,"Dwarf shrub","commonly"
576,24,"Shrub","commonly"
576,25,"Herb","commonly"
576,25,"Shrub","commonly"
576,25,"Dwarf shrub","commonly"
576,14,"Herb","commonly"
576,14,"Dwarf shrub","commonly"
582,1,"Dwarf shrub","commonly"
582,1,"Herb","commonly"
583,63,"Tree","commonly"
583,63,"Shrub","commonly"
575,23,"Shrub","commonly"
586,18,"Shrub","commonly"
581,11,"Herb","commonly"
581,11,"Climber","commonly"
581,11,"Dwarf shrub","commonly"
604,6,"Tree","commonly"
581,2,"Dwarf shrub","commonly"
581,2,"Herb","commonly"
583,8,"Tree","occasionally"
583,8,"Shrub","commonly"
579,2,"Herb","commonly"
579,2,"Climber","commonly"
579,2,"Dwarf shrub","occasionally"
583,7,"Shrub","commonly"
583,7,"Tree","occasionally"
594,3,"Tree","commonly"
586,9,"Shrub","occasionally"
586,9,"Dwarf shrub","commonly"
586,101,"Tree","commonly"
586,101,"Shrub","commonly"
594,4,"Shrub","occasionally"
594,4,"Tree","commonly"
583,10,"Shrub","commonly"
594,2,"Shrub","occasionally"
594,2,"Tree","commonly"
574,357,"Herb","commonly"
574,357,"Succulent","commonly"
574,357,"Dwarf shrub","commonly"
574,674,"Herb","commonly"
574,112,"Tree","commonly"
574,112,"Shrub","commonly"
574,348,"Herb","commonly"
574,231,"Shrub","commonly"
574,231,"Tree","commonly"
574,114,"Succulent","commonly"
574,114,"Tree","commonly"
574,300,"Succulent","commonly"
574,300,"Dwarf shrub","commonly"
574,612,"Succulent","commonly"
574,612,"Shrub","commonly"
574,612,"Dwarf shrub","commonly"
574,321,"Succulent","commonly"
574,321,"Shrub","commonly"
574,321,"Dwarf shrub","commonly"
574,20,"Succulent","commonly"
574,20,"Dwarf shrub","commonly"
574,323,"Succulent","commonly"
574,323,"Shrub","commonly"
574,286,"Herb","commonly"
574,204,"Succulent","commonly"
574,204,"Dwarf shrub","commonly"
574,159,"Tree","commonly"
574,159,"Shrub","commonly"
574,155,"Succulent","commonly"
574,155,"Shrub","commonly"
574,146,"Herb","commonly"
4080,11,"Shrub","commonly"
4080,6,"Herb","commonly"
4080,7,"Shrub","commonly"
4072,7,"Shrub","commonly"
2206,625,"Succulent","commonly"
2206,633,"Succulent","commonly"
1690,1,"Herb","commonly"
1503,3,"Herb","commonly"
3212,70,"Herb","commonly"
4016,3,"Herb","commonly"
4016,3,"Hydrophyte","commonly"
4016,3,"Hyperhydate","occasionally"
4038,3,"Shrub","commonly"
4038,3,"Tree","occasionally"
1515,57,"Herb","commonly"
2296,21,"Lichen","always"
2331,1,"Lichen","always"
14847,2,"Lichen","commonly"
2428,8,"Lichen","commonly"
2401,6,"Lichen","commonly"
2428,13,"Lichen","commonly"
1019,1,"Tree","commonly"
398,129,"Dwarf shrub","commonly"
398,129,"Shrub","commonly"
290,1,"Herb","commonly"
1131,13,"Shrub","commonly"
1622,12,"Herb","commonly"
1367,123,"Graminoid","commonly"
329,3,"Herb","commonly"
2931,76,"Dwarf shrub","commonly"
2931,75,"Herb","commonly"
2931,75,"Dwarf shrub","commonly"
1714,1,"Herb","commonly"
1714,1,"Hydrophyte","commonly"
1931,30,"Herb","commonly"
1931,30,"Climber","occasionally"
1931,30,"Suffrutex","commonly"
1367,98,"Graminoid","commonly"
1703,4,"Herb","commonly"
3397,17,"Suffrutex","commonly"
3397,17,"Shrub","commonly"
2853,14,"Shrub","commonly"
2853,14,"Dwarf shrub","commonly"
3397,32,"Shrub","commonly"
1554,8,"Herb","commonly"
1554,8,"Geophyte","commonly"
1717,51,"Herb","commonly"
1717,51,"Climber","commonly"
1090,4,"Parasite","commonly"
1090,4,"Herb","commonly"
1717,57,"Herb","commonly"
1717,57,"Climber","commonly"
1717,58,"Herb","commonly"
1717,58,"Climber","commonly"
1717,39,"Herb","commonly"
1717,39,"Climber","commonly"
1121,31,"Herb","commonly"
1717,8,"Herb","commonly"
1776,5,"Carnivore","always"
1776,5,"Herb","commonly"
1717,41,"Herb","commonly"
1717,41,"Climber","commonly"
1794,341,"Geophyte","commonly"
1717,59,"Herb","commonly"
1717,59,"Climber","commonly"
1717,42,"Herb","commonly"
1717,42,"Climber","commonly"
3998,23,"Geophyte","commonly"
3048,152,"Shrub","commonly"
2925,17,"Tree","commonly"
2925,17,"Shrub","commonly"
3222,91,"Shrub","commonly"
3222,102,"Shrub","commonly"
3363,27,"Dwarf shrub","commonly"
3195,49,"Herb","commonly"
3320,20,"Herb","commonly"
4057,193,"Shrub","occasionally"
4057,193,"Dwarf shrub","commonly"
4057,160,"Shrub","commonly"
3222,80,"Shrub","commonly"
3814,53,"Geophyte","commonly"
3048,5,"Shrub","commonly"
3154,21,"Herb","commonly"
3359,124,"Dwarf shrub","commonly"
3359,80,"Dwarf shrub","commonly"
3152,157,"Herb","commonly"
3222,12,"Shrub","commonly"
3900,23,"Herb","commonly"
3000,1,"Shrub","commonly"
3272,75,"Herb","commonly"
3574,3,"Herb","commonly"
2078,38,"Geophyte","commonly"
1121,87,"Herb","commonly"
2212,98,"Geophyte","commonly"
2212,98,"Succulent","commonly"
2212,98,"Herb","commonly"
1082,55,"Herb","commonly"
283,18,"Herb","commonly"
799,157,"Dwarf shrub","commonly"
799,107,"Shrub","commonly"
799,107,"Dwarf shrub","commonly"
794,27,"Shrub","commonly"
813,3,"Tree","commonly"
446,41,"Shrub","commonly"
796,2,"Tree","commonly"
795,50,"Shrub","commonly"
795,50,"Tree","commonly"
794,42,"Shrub","commonly"
799,140,"Dwarf shrub","commonly"
574,222,"Succulent","commonly"
574,222,"Shrub","commonly"
574,222,"Dwarf shrub","commonly"
772,1,"Shrub","commonly"
799,141,"Shrub","commonly"
807,79,"Shrub","commonly"
794,80,"Shrub","commonly"
795,28,"Shrub","commonly"
794,43,"Shrub","commonly"
794,44,"Shrub","commonly"
799,133,"Dwarf shrub","commonly"
799,133,"Shrub","commonly"
799,26,"Dwarf shrub","commonly"
772,16,"Shrub","commonly"
248,16,"Dwarf shrub","commonly"
794,113,"Shrub","commonly"
799,32,"Dwarf shrub","commonly"
799,10,"Shrub","commonly"
796,1,"Tree","commonly"
799,11,"Dwarf shrub","commonly"
799,136,"Shrub","commonly"
364,150,"Shrub","commonly"
248,17,"Dwarf shrub","commonly"
805,12,"Shrub","occasionally"
805,12,"Dwarf shrub","commonly"
804,17,"Shrub","commonly"
